day_name,hour,nombre_trajets,tarif_moyen,distance_moyenne,vitesse_moyenne,pourboire_pct_moyen
Samedi,20,19663,17.367727203376926,4.779330569465512,17.501464269521176,21.602520731816025
Samedi,21,21264,17.354402276147454,4.8541498267024386,18.201956273483482,21.722895897687867
Samedi,22,22700,17.65512466960354,4.998203096757732,18.65189639172357,21.89179884486862
Samedi,23,21470,17.94095249184908,5.237471475994431,19.932632855303957,21.555293263013446
Vendredi,0,8113,19.616866757056595,6.371913242179252,24.74125188589168,21.177200302899998
Vendredi,1,4415,18.44765798414495,5.955203194065703,25.063016232895393,20.91857987284441
Vendredi,2,2416,16.634747516556306,5.1620912735099385,24.631665869147426,20.399059303054997
Vendredi,3,1531,19.00951665578053,6.248748715741352,26.8921814431256,20.22451340970646
Vendredi,4,1167,26.10243359040276,9.026080612339342,31.184345522938724,17.828396674854094
Vendredi,5,2235,26.78613422818796,9.589311795167799,30.7729846769963,18.021879213820927
Vendredi,6,5411,21.57244501940491,7.4632837644428145,24.918050794573652,18.120115475593675
Vendredi,7,11477,17.967250152478904,5.487001050518463,19.890368159387272,20.217011093570083
Vendredi,8,15778,17.131116111040694,4.808902330067233,17.244675260680765,20.416029799881308
Vendredi,9,16982,17.564276881403856,4.8872230906136425,17.14681618609601,20.150205908498624
Vendredi,10,18380,17.71345484221984,4.821342727508183,16.49328437358015,19.961832313027376
Vendredi,11,18665,17.65658719528534,4.697305206171997,15.728107612986157,19.752826114504693
Vendredi,12,19686,17.812719191303447,4.878507463029575,16.123680034971937,19.783704774844736
Vendredi,13,20774,17.9826590930971,4.9999259276114385,16.28021374471174,19.986768476443917
Vendredi,14,23136,19.248939315352775,5.328755261817056,15.642735584133854,19.95525866905468
Vendredi,15,23904,19.11467913319952,5.175972449866103,15.123267429990745,19.82914658222378
Vendredi,16,24054,19.666074249604996,5.499189847742575,16.044500355776467,22.55263859237957
Vendredi,17,26082,17.882181581167156,4.888401410060571,15.811795049803756,23.321737653011937
Vendredi,18,26727,16.79784824334945,4.5991724180117535,16.5905996016162,23.753239878535442
Vendredi,19,24719,17.07137950564345,4.784673486039093,17.621977763226635,23.7966145385713
Vendredi,20,19905,17.561142928912354,5.059751215322822,18.876235661975638,22.001274846595372
Vendredi,21,20681,18.002838354044787,5.214426572718934,19.390221927868804,22.02907964747513
Vendredi,22,22570,17.82389942401415,5.0951661617368,18.748643447703433,22.12406034804636
Vendredi,23,19435,17.783596089529148,5.240415962696208,19.68173109309671,21.98174873446892
